customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1924-NPCFT,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,112.07,2449.44,No
6155-QKVJH,Male,1,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.13,5615.95,Yes
4948-YSWCF,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,100.97,5960.66,No
6496-AXMGD,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,65.31,799.83,No
9573-RGNNQ,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,96.13,3155.5,No
3587-JCQRT,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,73.83,3670.63,No
4122-NJLEN,Male,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,95.4,874.35,Yes
1498-TNPZR,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.89,988.66,No
5106-GRGNK,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),101.55,841.2,Yes
2067-FZVJH,Female,1,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.39,6739.11,Yes
1412-PRERD,Female,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.48,2702.75,No
7230-KERUA,Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.57,494.87,No
4129-JKKRG,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,64.58,2140.05,No
4017-XFSWX,Male,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),110.67,873.7,Yes
3422-NPGVF,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.07,4018.16,No
8669-DFHRH,Male,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.39,2668.68,Yes
9047-PRHYK,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.74,662.63,Yes
2147-VLRND,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,78.01,2270.64,No
9793-FFDCA,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,42.77,1830.24,No
2736-YHRPN,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),41.79,874.84,No
8848-UWQNM,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),102.75,2248.8,No
6433-WJNQN,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,2606.39,yes
7069-MSFSB,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.9,5560.48,No
7005-QAMFA,Male,0,No,Yes,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.85,1253.78,No
5535-ANDVT,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.86,397.15,Yes
4560-RWXSE,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.81,1037.85,No
2353-VAWHG,Female,0,No,No,20,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.04,1504.58,No
4537-QACQD,Male,0,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.73,2534.24,Yes
6274-UUQXS,,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.11,416.06,No
1549-FQQNX,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,91.92,747.16,Yes
3108-MPJNC,Female,1,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.68,1948.8,Yes
7342-WKMZP,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.97,515.84,Yes
5299-FJYER,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),102.31,592.4,Yes
8382-NYTLQ,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.82,5380.7,Yes
9630-THLEQ,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.47,1035.29,Yes
5072-NTEND,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.96,2705.52,Yes
8701-KVSSU,Male,1,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,114.49,3881.64,No
9748-EHMFZ,Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),110.03,5954.48,No
9737-JMUXG,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,108.58,7834.42,No
4256-NZLNN,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),71.62,584.25,No
2231-UZZHF,Female,0,No,Yes,61,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.88,4787.52,No
5439-MMXPG,Female,1,No,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,4639.43,No
7985-SYFPX,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),65.91,518.95,Yes
1992-HUSKA,Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),51.31,797.2,No
1340-YATQP,Male,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.29,176.62,Yes
1998-RRPQV,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,110.47,2427.53,Yes
3019-NWBLR,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.31,716.15,No
9052-DPNAR,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,91.87,3493.3,No
3166-LBPAQ,Female,1,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),109.54,3379.39,No
6318-JDYZK,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.83,2276.9,No
7411-UKZEV,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.26,1940.02,No
7458-TTDQU,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,97.42,1539.37,Yes
9223-LDBSM,Male,0,No,No,5,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,80.67,429.09,Yes
3633-UJZHZ,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.99,6462.81,No
1182-KMURS,Female,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.75,1493.98,no
6643-ABUAR,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),96.79,5125.85,No
9017-SWGKJ,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.08,1273.25,No
2160-PJDVQ,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,73.62,3991.66,No
6279-MYZWA,Female,0,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.99,767.22,No
6656-HWBXH,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.94,4026.33,Yes
5611-NFVSY,Male,1,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,118.41,3078.85,Yes
7500-QTTWW,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.23,5955.08,No
4688-KMPAP,Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,83.82,6053.17,No
7015-SSCNM,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.78,1537.57,No
6482-XEDWZ,Male,1,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),68.64,1701.3,No
8615-NQBKN,Female,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.52,4157.47,No
5584-TTGDN,Male,1,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.47,868.79,Yes
5926-WHFQQ,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),106.71,3720.76,No
2414-EWTYM,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.46,1131.54,No
2587-ANTJZ,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,71.22,981.32,No
5635-KXYSX,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),73.9,2657.74,No
9621-SBTRM,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.78,2283.97,No
3567-LWDKW,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.63,3355.61,Yes
1863-DTERP,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.67,1680.37,No
6909-QCZND,Male,1,No,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.33,1187.81,No
8462-TCAZD,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.16,716.22,No
1148-TLPBV,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,79.36,1809.38,Yes
2072-MTKGM,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,85.3,1775.24,No
1448-PQMMF,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,113.17,2469.83,No
4871-QMANP,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,100.93,7275.59,No
8421-EYKXE,Female,1,Yes,Yes,62,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,50.95,3166.38,No
5577-ZAHNY,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.87,3619.37,No
9033-ZHVSN,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.39,447.56,No
5053-BNYLA,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.59,1344.39,No
6164-YNJST,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),73.16,1441.84,No
8285-MFFSX,Male,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.89,3088.65,No
5208-WLAUH,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.51,973.38,No
3144-GAQFE,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.34,1113.91,Yes
2828-LDNLC,Female,0,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),75.77,60.68,No
9075-QQSBM,Male,1,No,Yes,22,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,95.22,2101.42,No
6719-SLGJP,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,97.53,5551.05,No
7587-ERCLX,Male,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.51,1071.29,Yes
8411-DXSLD,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),101.94,7322.3,No
1793-LEVLK,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.08,240.74,No
5654-ESEBJ,Male,1,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,116.3,8414.83,No
8933-FVLGT,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,81.23,1701.78,No
6560-EBGHG,Female,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.16,540.73,Yes
3832-VZEBF,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.22,1232.69,No
6422-HGBNY,Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.38,1699.0,No
6176-BSQKC,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.48,288.14,No
5014-UTQTC,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.06,2630.47,Yes
9970-CWCQS, Male ,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.33,833.69,No
8647-CVBTL,Male,0,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.13,2017.44,Yes
1497-RPSSC,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.86,1309.91,No
4152-JHYFQ,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.84,1969.38,No
2842-UZJKP,Female,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.54,1529.12,No
8856-XNYSJ,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),72.29,1651.57,No
6434-SFVUV,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.04,,Yes
6072-MZMVK,Female,0,No,No,14,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,75.95,1057.76,No
8696-MZSKT,Female,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,94.61,787.32,No
6949-YGDMY,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.71,471.94,No
6056-GTYXD,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.23,3436.97,No
5623-RBTAT,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,81.13,4637.56,No
3511-MDEBU,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.03,3185.99,Yes
4908-XVXZC,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.06,6363.1,Yes
5513-HUPEZ,Female,1,Yes,No,29,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.91,2379.65,No
1783-LMRRV,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.27,892.43,Yes
6986-JYXMZ,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,104.73,4084.53,No
8395-QUJLH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.99,1342.79,No
6218-WAFEY,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,103.92,3833.92,No
9086-CYGKC,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.14,1281.02,Yes
4914-EZZLB,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.33,912.75,No
1247-UPXMD,Female,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),86.36,4216.13,No
8619-DULAH,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,109.88,1413.3,Yes
8020-MVCCP,Female,0,No,No,27,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,69.88,1886.39,Yes
3383-UREMF,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,93.16,3894.17,Yes
4109-UDQJE,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,99.31,2781.41,No
8111-USSLB,Male,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),86.24,3416.48,No
8618-LFLDS,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),88.37,6365.54,No
1058-GWSRG,Female,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,94.27,1420.2,No
4956-KDEEL,Male,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,114.72,3232.23,Yes
5409-DDCFE,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,80.56,5337.41,No
6398-SAQJQ,Female,0,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.72,3324.82,No
2325-SHLVA,Male,0,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.03,2936.35,No
6869-ZKQGG,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.48,368.83,No
1710-EQPZZ,Female,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,97.89,880.14,No
4749-FLVCY,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),117.11,3618.55,No
1939-YPKJM,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,113.05,1127.96,Yes
5886-XQFCL,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,96.72,3276.82,Yes
4546-QBNXH,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,80.97,1130.24,No
8281-XVQGN,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.42,1966.39,No
3285-GNFZU,Male,0,No,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.97,861.95,No
9302-RDUZH,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.6,1475.1,No
2523-XGMDK,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.68,1700.81,No
1777-QVBUC,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.79,1914.13,No
9076-YMXSB,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,76.58,830.54,No
3969-WPBXL,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.88,1457.94,No
8235-VEPJE,Male,0,No,No,52,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,75.12,3903.32,No
6443-ADTEU,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.55,6715.16,No
1835-VRZQJ,Male,0,No,No,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),96.93,1464.06,Yes
8429-BZZSA,Male,0,Yes,Yes,56,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,78.53,4396.08,No
1380-CFRFZ,Male,1,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,94.95,1905.5,No
5438-JHHCV,Female,0,No,No,49,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),72.18,3532.47,No
5512-RLYVF,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,282.04,No
1352-MBKXS,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),106.75,2174.78,No
9787-BMAZV,Female,0,No,No,37,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),75.79,2775.53,No
5806-MDZLP,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.44,1277.89,No
4529-ABSXC,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,89.81,526.91,No
7680-CCVRJ,Male,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.89,4785.34,No
5958-LZFTV,Male,1,No,No,67,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.9,4742.53,No
1591-QRHNY,Female,1,No,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,73.82,3176.32,No
6935-RGNEA,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,101.0,2525.61,No
4503-ZASFA,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,31.12,1373.97,Yes
6718-WYMBN,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.18,2808.99,No
2601-HKGKD,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,109.04,1972.32,No
9345-LVWNY,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,105.82,5829.22,No
5958-MFJRD,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.31,2225.27,No
3511-CBLJC,Female,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.42,1044.21,No
2388-LAZXG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),46.86,212.69,No
8848-DWHQP,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.53,2919.34,Yes
9586-NSHWT,Male,0,No,Yes,52,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,58.32,3008.3,No
